# word	phonemes	register
এক্সচেঞ্জটির	e k sh ch e n j T i r	unknown
এক্সচেঞ্জদ্বয়ের	e k sh ch e n j d o y e r	unknown
এক্সচেঞ্জসহ	e k sh ch e n j e sh o h o	unknown
এক্সচেঞ্জে	e k sh ch e n j e	unknown
এক্সচেঞ্জেই	e k sh ch e n j e i	unknown
এক্সচেঞ্জেও	e k sh ch e n j e O	unknown
এক্সচেঞ্জের	e k sh ch e n j e r	unknown
এক্সচেঞ্জেরই	e k sh ch e n j e r o i	unknown
এক্সচেঞ্জেস	e k sh ch e n j e sh	unknown
এক্সটারনাল	e k sh T a r n a l	unknown
এক্সটার্নাল	e k sh T a r n a l	unknown
এক্সটাসির	e k sh T a sh i r	unknown
এক্সটেনশন	e k sh T e n sh O n	unknown
এক্সট্রম	e k sh T r o m	unknown
এক্সট্রা	e k sh T r a	unknown
এক্সট্রাডিশন	e k sh T r a D i sh o n	unknown
এক্সট্রিম	e k sh T r i m	unknown
এক্সনমবিল	e k sh n o m o b i l	unknown
এক্সপাঞ্জ	e k sh p a n j	unknown
এক্সপাঞ্জের	e k sh p a n j e r	unknown
এক্সপানশন	e k sh p a n sh o n	unknown
এক্সপার্ট	e k sh p a r T	unknown
এক্সপার্টরা	e k sh p a r T r a	unknown
এক্সপার্টের	e k sh p a r T e r	unknown
এক্সপি	e k sh p i	unknown
এক্সপির	e k sh p i r	unknown
এক্সপেরিমেন্ট	e k sh p e r i m e n T	unknown
এক্সপেরিমেন্টাল	e k sh p e r i m e n T a l	unknown
এক্সপেরিয়া	e k sh p e r i y a	unknown
এক্সপেরিয়েন্স	e k sh p e r i y e n sh	unknown
এক্সপো	e k sh p O	unknown
এক্সপোজার	e k sh p O j a r	unknown
এক্সপোজারের	e k sh p O j a r e r	unknown
এক্সপোজিশন	e k sh p O j i sh o n	unknown
এক্সপোতে	e k sh p O t e	unknown
এক্সপোনেট	e k sh p O n e T	unknown
এক্সপোর	e k sh p O r	unknown
এক্সপোর্ট	e k sh p O r T	unknown
এক্সপোর্টার্স	e k sh p O r T a r sh	unknown
এক্সপ্রেশন	e k sh p r e sh O n	unknown
এক্সপ্রেশনস	e k sh p r e sh o n sh	unknown
এক্সপ্রেস	e k sh p r e sh	unknown
এক্সপ্রেসওয়ে	e k sh p r e sh O y e	unknown
এক্সপ্রেসওয়ের	e k sh p r e sh O y e r	unknown
এক্সপ্রেসকে	e k sh p r e sh k e	unknown
এক্সপ্রেসসহ	e k sh p r e sh sh o h o	unknown
এক্সপ্রেসে	e k sh p r e sh e	unknown
এক্সপ্রেসের	e k sh p r e sh e r	unknown
এক্সপ্লোরার	e k sh p l O r a r	unknown
এক্সপ্লোরারকে	e k sh p l O r a r k e	unknown
এক্সপ্লোরারের	e k sh p l O r a r e r	unknown
এক্সপ্লোরেশন	e k sh p l O r e sh o n	unknown
এক্সপ্লোসিভ	e k sh p l O sh i bh	unknown
এক্সবক্স	e k sh b o k sh	unknown
এক্সবক্সের	e k sh b o k sh e r	unknown
এক্সভি	e k sh o bh i	unknown
এক্সরে	e k sh r e	unknown
এক্সসেন্স	e k sh e n sh	unknown
এক্সাইজ	e k sh a i j	unknown
এক্সাইটেড	e k sh a i T e D	unknown
এক্সাবাইট	e k sh a b a i T	unknown
এক্সামিনেশন	e k sh a m i n e sh o n	unknown
এক্সারসাইজ	e k sh a r sh a i j	unknown
এক্সারসাইজে	e k sh a r o sh a i j e	unknown
এক্সাস্কেল	e k sh a sh k e l	unknown
এক্সিকিউটিভ	e k sh i k i u T i bh	unknown
এক্সিট	e k sh i T	unknown
এক্সিনস	e k sh i n o sh	unknown
এক্সিবিশন	e k sh i b i sh o n	unknown
এক্সিবিশনের	e k sh i b i sh o n e r	unknown
এক্সিম	e k sh i m	unknown
এক্সিলারেটর	e k sh i l a r e T o r	unknown
এক্সিলেন্স	e k sh i l e n sh	unknown
এক্সিস	e j a k sh i sh	unknown
এক্সিয়েটা	e k sh i y e T a	unknown
এক্সেটার	e k sh e T a r	unknown
এক্সের	e j a k sh e r	unknown
এক্সেল	e k sh e l	unknown
এক্সেলেন্স	e k sh e l e n sh	unknown
এক্সেলের	e k sh e l e r	unknown
এক্সেস	e k sh e sh	unknown
এক্সেসরিজ	e k sh e sh o r i j	unknown
এক্সোটিক	e k sh O T i k	unknown
এক্সোপিসি	e k sh O p i sh i	unknown
এক্সোর	e k sh O r	unknown
একৎন	e k o t n	unknown
এখতিয়ার	e kh o t i y a r	unknown
এখতিয়ারবহির্ভুত	e kh o t i y a r b o h i r bh u t o	unknown
এখতিয়ারবহির্ভুতভাবে	e kh o t i y a r b o h i r bh u t o bh a b e	unknown
এখতিয়ারভুক্ত	e kh o t i y a r bh u k t o	unknown
এখতিয়ারসম্পন্ন	e kh o t i y a r sh o m p o n n o	unknown
এখতিয়ারাধিন	e kh o t i y a r a dh i n	unknown
এখতিয়ারে	e kh o t i y a r e	unknown
এখতিয়ারের	e kh o t i y a r e r	unknown
এখন	e j a kh O n	unknown
এখনই	e j a kh O n i	unknown
এখনও	e j a kh O n O	unknown
এখনকার	e j a kh O n k a r	unknown
এখনতো	e j a kh O n t O	unknown
এখনি	e j a kh O n i	unknown
এখনে	e kh o n e	unknown
এখনো	e j a kh O n O	unknown
এখবর	e kh o b O r	unknown
এখলাছ	e kh o l a chh	unknown
এখলাছুর	e kh o l a chh u r	unknown
এখলাস	e kh l a sh	unknown
এখলাসউদ্দিন	e kh l a sh u d d i n	unknown
এখলাসুর	e kh o l a sh u r	unknown
এখাতে	e kh a t e	unknown
এখান	e kh a n	unknown
এখানকার	e kh a n k a r	unknown
এখানকারই	e kh a n k a r i	unknown
এখানটায়	e kh a n o T a y	unknown
এখানে	e kh a n e	unknown
এখানেই	e kh a n e i	unknown
এখানেও	e kh a n e O	unknown
এখানের	e kh a n e r	unknown
এখানো	e kh a n O	unknown
এখুনি	e j a kh u n i	unknown
এখো	e kh O	unknown
এগ	e g	unknown
এগজিকিউটার	e g j i k i u T a r	unknown
এগজেকিউটিভ	e g j e k i u T i bh i n j i n i y a r	unknown
এগমন্ট	e g m o n T	unknown
এগানা	e g a n a	unknown
এগার	e j a g a r O	unknown
এগারটার	e j a g a r O T a r	unknown
এগারটি	e j a g a r O T i	unknown
এগারতম	e j a g a r O t o m O	unknown
এগারসিন্দুর	e j a g a r O sh i n d u r	unknown
এগারসিন্ধুর	e g a r sh i n dh u r	unknown
এগারো	e g a r O	unknown
এগারোকে	e g a r O k e	unknown
এগারোজন	e j a g a r O j o n	unknown
এগারোটা	e j a g a r O T a	unknown
এগারোটার	e j a g a r O T a r	unknown
এগারোটি	e g a r O T i	unknown
এগারোতে	e g a r O t e	unknown
এগারোর	e j a g a r O r	unknown
এগারোয়	e g a r O y	unknown
এগিয়ে	e g i y e	unknown
এগিয়েই	e g i y e i	unknown
এগিয়েও	e g i y e O	unknown
এগিয়েছি	e g i y e chh i	unknown
এগিয়েছিল	e g i y e chh i l	unknown
এগিয়েছিলেন	e g i y e chh i l e n	unknown
এগিয়েছে	e g i y e chh e	unknown
এগিয়েছেন	e g i y e chh e n	unknown
এগুচ্ছিল	e g u ch chh i l O	unknown
এগুচ্ছে	e g u ch chh e	unknown
এগুচ্ছেন	e g u ch chh e n	unknown
এগুতে	e g u t e	unknown
এগুতেই	e g u t e i	unknown
এগুনো	e g u n O	unknown
এগুবে	e g u b e	unknown
এগুলা	e g u l a	unknown
এগুলি	e g u l i	unknown
এগুলির	e g u l i r	unknown
এগুলো	e g u l O	unknown
এগুলোই	e g u l O i	unknown
এগুলোও	e g u l O O	unknown
এগুলোকে	e g u l O k e	unknown
এগুলোকেই	e g u l O k e i	unknown
এগুলোতে	e g u l O t e	unknown
এগুলোতেও	e g u l O t e O	unknown
এগুলোর	e g u l O r	unknown
এগুলোরই	e g u l O r i	unknown
এগুলোসহ	e g u l O sh o h o	unknown
এগেইন	e g e i n	unknown
এগেইনস্ট	e g e i n o sh T	unknown
এগোই	e g O i	unknown
এগোচ্ছি	e g O ch chh i	unknown
এগোচ্ছিল	e g O ch chh i l O	unknown
এগোচ্ছিলেন	e g O ch chh i l e n	unknown
এগোচ্ছে	e g O ch chh e	unknown
এগোচ্ছেন	e g O ch chh e n	unknown
এগোতে	e g O t e	unknown
এগোতেই	e g O t e i	unknown
এগোন	e g O n	unknown
এগোনো	e g O n O	unknown
এগোনোর	e g O n O r	unknown
এগোব	e g O b o	unknown
এগোবে	e g O b e	unknown
এগোবেন	e g O b e n	unknown
এগোল	e g O l O	unknown
এগোলাম	e g O l a m	unknown
এগোলে	e g O l e	unknown
এগোলেই	e g O l e i	unknown
এগোলেও	e g O l e O	unknown
এগোলেন	e g O l e n	unknown
এগোয়	e g O y	unknown
এগোয়নি	e g O y n i	unknown
এগ্রি	e g r i	unknown
এগ্রিকালচার	e g r i k a l ch a r	unknown
এগ্রিকালচারাল	e g r i k a l ch a r a l	unknown
এগ্রিকালচারের	e g r i k a l ch a r e r	unknown
এগ্রিকেয়ার	e g r i k e y a r	unknown
এগ্রিকো	e g r i k O	unknown
এগ্রিকোর	e g r i k a r	unknown
এগ্রিকোল	e g r i k O l	unknown
এগ্রিকোলের	e g r i k O l e r	unknown
এগ্রিমেন্ট	e g r i m e n T	unknown
এগ্রো	e j a g r O	unknown
এগ্রোবাংলা	e j a g r O b a ng l a	unknown
এগ্রোভেট	e g r O bh e T	unknown
এগ্রোর	e g r O r	unknown
এঘটনা	e gh o T O n a	unknown
এঘটনার	e gh o T O n a r	unknown
এচিং	e ch i ng	unknown
এছবাত	e chh b a t	unknown
এছমে	e sh m e	unknown
এছাড়া	e chh a r a	unknown
এছাড়াও	e chh a r a O	unknown
এছাড়া	e chh a r a	unknown
এছাড়াও	e chh a r a O	unknown
এজ	e j	unknown
এজন্য	e j O n n O	unknown
এজন্যই	e j O n n O i	unknown
এজন্যে	e j O n n e	unknown
এজবাস্টন	e j b a sh T o n	unknown
এজবাস্টনে	e j b a sh T O n e	unknown
এজমালি	e j m a l i	unknown
এজরা	e j r a	unknown
এজলা	e j l a	unknown
এজলাস	e j l a sh	unknown
এজলাসকক্ষ	e j l a sh k o k kh	unknown
এজলাসকক্ষে	e j l a sh k o k kh e	unknown
এজলাসকক্ষের	e j l a sh k o k kh e r	unknown
এজলাসে	e j l a sh e	unknown
এজলাসের	e j l a sh e r	unknown
এজহার	e j h a r	unknown
এজহারভুক্ত	e j h a r bh u k t o	unknown
এজহারে	e j h a r e	unknown
এজাজ	e j a j	unknown
এজাজুর	e j a j u r	unknown
এজাজুল	e j a j u l	unknown
এজাজুলকে	e j a j u l k e	unknown
এজাজের	e j a j e r	unknown
এজাতিয়	e j a t i y	unknown
এজাবৎ	e j a b o t	unknown
এজাবৎকালের	e j a b O t k a l e r | e j a b o t k a l e r	unknown
এজাহার	e j a h a r	unknown
এজাহারও	e j a h a r O	unknown
এজাহারকারি	e j a h a r k a r i	unknown
এজাহারকারিকে	e j a h a r k a r i k e	unknown
এজাহারকারির	e j a h a r k a r i r	unknown
এজাহারটি	e j a h a r T i	unknown
এজাহারভুক্ত	e j a h a r bh u k t O	unknown
এজাহারে	e j a h a r e	unknown
এজাহারেও	e j a h a r e O	unknown
এজাহারের	e j a h a r e r	unknown
এজি	e j i	unknown
এজিং	e j i ng	unknown
এজিএম	e j i e m	unknown
এজিএমে	e j i e m e	unknown
এজিএমের	e j i e m e r	unknown
এজিন	e j i n	unknown
এজিপি	e j i p i	unknown
এজিবি	e j i b i	unknown
এজিয়ান	e j i y a n	unknown
এজে	e j e	unknown
এজেকুয়েল	e j e k u y e l	unknown
এজেন্ট	e j e n T	unknown
এজেন্টই	e j e n T i	unknown
এজেন্টকে	e j e n T k e	unknown
এজেন্টদের	e j a j e n T d e r	unknown
এজেন্টরা	e j e n T r a	unknown
এজেন্টস	e j e n T sh	unknown
এজেন্টসহ	e j e n T sh o h o	unknown
এজেন্টের	e j e n T e r	unknown
এজেন্ডা	e j e n D a	unknown
এজেন্ডার	e j e n D a r	unknown
এজেন্ডায়	e j e n D a y	unknown
এজেন্সি	e j e n sh i	unknown
এজেন্সিও	e j e n sh i O	unknown
এজেন্সিকে	e j e n sh i k e	unknown
এজেন্সিগুলো	e j e n sh i g u l O	unknown
এজেন্সিগুলোকে	e j e n sh i g u l O k e	unknown
এজেন্সিগুলোর	e j e n sh i g u l O r	unknown
এজেন্সিজ	e j e n sh i j	unknown
এজেন্সিজের	e j e n sh i j e r	unknown
এজেন্সিটির	e j e n sh i T i r	unknown
এজেন্সিতে	e j e n sh i t e	unknown
এজেন্সির	e j e n sh i r	unknown
এজেন্সিস	e j e n sh i sh	unknown
