word	phoneme	tag
আয়তক্ষেত্র	a y O t O kkh e tr O	tatsama
আরজুমান্দ	a r j u m a nd	native
আরনল্ড	a r n o l D	native
আরন্য	a r o n n o	native
আরব্ধ	a r O b dh O	native
আরব্য	a r O b b O	native
আরম্ভ	a r O m bh O	native
আরাধ্য	a r a d dh O	native
আরোগ্য	a r O g g O	native
আরোপজোগ্য	a r O p j O g g o	native
আর্ক	a r k	loanword
আর্কিটেক্ট	a r k i T e k T	loanword
আর্কিভিস্ট	a r k i bh i sh T	loanword
আর্গুমেন্ট	a r g u m e n T	loanword
আর্চ	a r ch	loanword
আর্ট	a r T	loanword
আর্টিস্ট	a r T i s T	loanword
আর্ত	a r t O	native
আর্থ	a r th	native
আর্দ্র	a r d r O	native
আর্ধ	a r dh O	native
আর্ন	a r n	native
আর্নল্ড	a r n o l D	native
আর্নার্স	a r n a r sh	native
আর্নেস্ট	a r n e s T	loanword
আর্ম	a r m	native
আর্মব্যান্ড	a r m b A n D	native
আর্মার্ড	a r m a r D	loanword
আর্য	a r j O	native
আর্য্য	a r j O	native
আর্ল	a r l	native
আর্ষ	a r sh O	tatsama
আর্সেনিকজুক্ত	a r sh e n i k j u kt O	compound
আর্সেনিকমুক্ত	a r sh e n i k m u kt o	compound
আর্সেনিকযুক্ত	a r s e n i k j u kt O	loanword
আর্স্ট	a r s T o	loanword
আলজিয়ার্স	a l j i a r sh	proper_noun
আলট্রাসাউন্ড	a l T r a s a u n D o	loanword
আলবার্ট	a l b a r T	native
আলমন্ড	a l m o n D	proper_noun
আলম্ব	a l o mb O	proper_noun
আলস্য	a l O sh sh O	native
আলহাজ্ব	a l h a j	tatsama
আলাবক্স	a l a b o k s	loanword
আলিয়াঞ্জ	a l i a n j	tatsama
আলেক্স	a l e k s	loanword
আলেখ্য	a l e k kh O	native
আলোকচিত্র	a l O k ch i tr O	native
আলোকবর্ষ	a l O k b o r sh O	tatsama
আলোচ্য	a l O ch ch O	native
আল্ট্রাসাউন্ড	a l T r a s a u n D	loanword
আল্লাহপ্রদত্ত	a l l a h pr O d o tt O	native
আল্লাহ্র	a l l a h r O	native
আশংকামুক্ত	a sh o ng k a m u kt O	native
আশজুক্ত	a sh j u kt O	native
আশাতিরিক্ত	a sh a t i r i kt o	native
আশির্বাদধন্য	a sh i r b a d dh o n n o	native
আশির্বাদপুশ্ট	a sh i r b a d p u sh T O	compound
আশুগঞ্জ	a sh u g o nj	tatsama
আশুশ্ক	a m u sh k O	native
আশ্চর্য	a sh ch O r j O	native
আশ্বস্ত	a sh sh o st O	tatsama
আশ্রয়কেন্দ্র	a s r o y k e ndr O	native
আশ্লিশ্ট	a sh l i sh T O	native
আসক্ত	a sh o kt O	native
আসনবিশিশ্ট	a sh O n b i sh i sh T O	native
আসন্ন	a sh O nn O	native
আসবাবপত্র	a sh b a b p o tr O	native
আসমুদ্র	a sh O m u d r O	native
আসাদগঞ্জ	a s a d g o nj	proper_noun
আসামাত্র	a sh a m a tr O	native
আসামিপক্ষ	a sh a m i p o kkh O	tatsama
আসিক্ত	a sh i kt O	native
আসিদ্ধ	a sh i d dh O	tatsama
আসিয়ানভুক্ত	a sh i y a n bh u kt o	native
আস্ক	a s k	loanword
আস্ত	a st O	native
আস্থাপুর্ন	a sth a p u r n o	native
আস্য	a sh sh O	native
আড়ম্বরপুর্ন	a r o mb o r o p u r n o	native
আড়শ্ট	a r O sh T O	native
আয়করমুক্ত	a y o k o r m u kt o	native
আয়করসংক্রান্ত	a y o k o r sh o ng kr a nt o	compound
আয়ত্ত	a y O tt O	native
আয়বোইশম্য	a y b oi sh o m m o	native
আয়াক্স	a y a k s o	loanword
আয়ারল্যান্ড	a y a r l A n D	native
আয়ার্স	a y a r sh	native
আয়ুশ্য	a y u sh sh O	native
আয়োডিনজুক্ত	a y O D i n j u kt o	loanword
ইংগিতপুর্ন	i ng g i t p u r n o	native
ইংল্যান্ড	i ng l A n D	proper_noun
ইইউভুক্ত	i i u bh u kt o	native
ইউজার্স	i u j a r sh	native
ইউটার্ন	i u T a r n	native
ইউনিটভুক্ত	i u n i T bh u kt o	loanword
ইউনিট্রেন্ড	i u n i T r e n D	loanword
ইউনিফর্ম	i u n i ph o r m	native
ইউনিভার্স	i u n i bh a r sh	native
ইউনিয়নভুক্ত	i u n i y o n bh u kt o	native
ইউরেনিয়ামসমৃদ্ধ	i u r e n i y a m sh o m r i d dh o	tatsama
ইউরোজোনভুক্ত	i u r O j O n bh u kt O	native
ইউরোবন্ড	i u r O b o n D o	native
ইউরোভুক্ত	i u r O bh u kt o	native
ইউসুফগঞ্জ	i u sh u ph g o nj o	tatsama
ইএক্স	i e k s O	proper_noun
ইকনমিস্ট	i k o n o m i sh T	loanword
ইকুইডিসট্যান্স	i k u i D i s T A n s	loanword
ইকুইনক্স	i k u i n o k s	loanword
ইকুইপমেন্ট	i k u i p m e n T	native
ইকোটেক্স	i k O T e k s	loanword
ইকোনমিক্স	i k O n O m i k s	loanword
ইকোনমিস্ট	i k O n o m i s T	loanword
ইকোনোমিস্ট	i k O n O m i sh T	loanword
ইকোপার্ক	i k O p a r k	native
ইচ্ছাপত্র	i ch chh a p o tr O	native
ইজারাতন্ত্র	i j a r a t o n t r O	native
ইজারাভুক্ত	i j a r a bh u kt o	native
ইজারামুল্য	i j a r a m u l l o	native
ইজারাসংক্রান্ত	i j a r a sh o ng kr a nt o	compound
ইজিপ্ট	i j i p T o	native
ইঞ্জিনবিশিশ্ট	i nj i n b i sh i sh T o	compound
ইঞ্জিনিয়ার্স	i n j i n i y a r sh o	loanword
ইতঃক্ষিপ্ত	i t o kkh i p t O	tatsama
ইতিবৃত্ত	i t i b ri tt O	tatsama
ইতিহাসসমৃদ্ধ	i t i h a sh sh o m r i d dh o	tatsama
ইদকার্ড	i d k a r D	loanword
ইদবস্ত্র	i d b o s t r O	native
ইনকোর্স	i n k O r sh o	loanword
ইনক্রিমেন্ট	i n k ri m e n T	native
ইনচার্জ	i n ch a r j	loanword
ইনজুরিমুক্ত	i n j u r i m u kt o	native
ইনটেলিজেন্স	i n T e l i j e n s	loanword
ইনডিপেনডেন্ট	i n D i p e n D e n T	loanword
ইনডিপেনডেন্স	i n D i p e n D e n s o	loanword
ইনডিপেন্ডেন্ট	i n D i p e n D e n T	compound
ইনডিপেন্ডেন্স	i n D i p e n D e n s o	loanword
ইনডেক্স	i n D e k s	loanword
ইনডেস্ক	i n D e s k	loanword
ইনফরমেটিক্স	i n ph o r o m e T i k s	loanword
ইনফর্ম	i n ph o r m	loanword
ইনবক্স	i n b o k s	loanword
ইনবিল্ট	i n b i l T	native
ইনভেস্টমেন্ট	i n bh e sh T m e n T	loanword
ইনল্যান্ড	i n l A n D	native
ইনশিওরেন্স	i n s i O r e n s	loanword
ইনসলভেন্ট	i n s o l bh e n T	loanword
ইনসার্জেন্ট	i n s a r j e n T	loanword
ইনসিওরেন্স	i n s i O r e n s	loanword
ইনস্ট্যান্ট	i n s T A n T	loanword
ইনস্ট্রুমেন্ট	i n sh T r u m e n T	loanword
ইনস্যুরেন্স	i n s u r e n s	loanword
ইনোসেন্ট	i n O sh e n T	native
ইন্টারফ্যাক্স	i n T a r ph A k s	loanword
ইন্টারেস্ট	i n T a r e sh T	loanword
ইন্টার্ন	i n T a r n	loanword
ইন্টিলিজেন্স	i n T i l i j e n s	loanword
ইন্টেলিজেন্ট	i n T e l i j e n T	native
ইন্টেলিজেন্স	i n T e l i j e n s	loanword
ইন্ডাইট্মেন্ট	i n D a i T m e n T	compound
ইন্ডিপেনডেন্ট	i n D i p e n D e n T	loanword
ইন্ডিপেন্ডেন্ট	i n D i p e n D e n T	compound
ইন্দ্র	i ndr O	native
ইন্দ্রত্ব	i ndr O tt o	tatsama
ইন্দ্রলুপ্ত	i ndr O l u p t O	native
ইন্সপায়ার্ড	i n s p a y a r D o	loanword
ইন্সুরেন্স	i n s u r e n s	loanword
ইন্স্যুরেন্স	i n s u r e n s	loanword
ইফতারপুর্ব	i ph t a r p u r b O	native
ইফেক্ট	i ph e k T	native
ইভান্স	i bh a n s a	loanword
ইভেন্ট	i bh e n T	loanword
ইমপিচমেন্ট	i m p i ch m e n T	native
ইমপেক্স	i m p e k s	loanword
ইমপোর্ট	i m p O r T	native
ইমপ্যাক্ট	i m p A k T	native
ইমপ্রুভমেন্ট	i m pr u bh m e n T	native
ইমপ্লান্ট	i m p l a n T	loanword
ইমসন্স	i m s o n s	loanword
ইমামগঞ্জ	i m a m g o nj	tatsama
ইমিগ্র্যান্ট	i m i g r A n T	loanword
ইম্পর্টেন্ট	i mp o r T e n T	native
ইম্পর্ট্যান্ট	i mp o r T A n T	compound
ইম্পোর্টার্স	i mp O r T a r sh	native
ইয়ার্ড	i a r D	loanword
ইলাক্স	i l a k s	loanword
ইলিয়টগঞ্জ	i l i y o T g o nj	proper_noun
ইলেকট্রনিক্স	i l e k T r O n i k s	loanword
ইলেক্ট্রনিক্স	i l e k T r O n i k s	loanword
ইল্ড	i l D	native
ইল্যান্স	i l A n s	loanword
ইশদুশ্ন	i sh o d u sh n O	native
ইশান্ত	i sh a nt	native
ইশ্ট	i sh T	native
ইশ্টানিশ্ট	i sh T a n i sh T O	native
ইশ্টাপুর্ত	i sh T a p u r t O	native
ইশ্বরগঞ্জ	i sh sh O r g o nj	tatsama
ইশ্বরচন্দ্র	i sh sh o r ch o ndr O	tatsama
ইষ্ট	i shT	tatsama
ইসলামধর্ম	i s l a m dh o r m o	native
ইসু্য	i sh u j	native
ইস্ট	i sh T	loanword
ইস্টওয়েস্ট	i sh T O y e sh T	loanword
ইস্টল্যান্ড	i sh T l A n D	loanword
ইস্টার্ন	i s T a r n	loanword
ইস্যুমুল্য	i sh u m u l l o	native
ইয়র্ক	i o r k	native
ইয়ার্ন	i y a r n	loanword
ইয়ার্স	i y a r sh	loanword
ইয়েল্প	i y e l p	proper_noun
ইয়োম্যান্স	i y O m m a n s	loanword
ঈষদুষ্ণ	i sh o d u sh n O	tatsama
উইকেটশুন্য	u i k e T sh u n n O	loanword
উইকেন্ড	u i k e n D	loanword
উইথড্র	u i th D r O	loanword
উইন্ড	u i n D	loanword
উইন্ডওয়ার্ড	u i n D o O y a r D	loanword
উইন্ডশিল্ড	u i n D sh i l D	loanword
উইন্ডিশ্চ	u i n D i sh ch	loanword
উইভার্স	u i bh a r sh	loanword
উইমেন্স	u i m e n s	loanword
উইলকক্স	u i l k o k s o	loanword
উইলার্ড	u i l a r D	loanword
উইল্ডার্স	u i l D a r sh o	loanword
উক্ত	u kt O	native
উক্ত্যক্ত	u kt o kt o	native
উগ্র	u gr O	native
উচ্চ	u ch ch O	native
উচ্চকক্ষ	u ch ch O k o kkh O	tatsama
উচ্চকণ্ঠ	u ch ch O k o n Th O	tatsama
উচ্চকন্ঠ	u ch ch O k o n Th O	native
উচ্চক্ষমতাসম্পন্ন	u ch ch O kh o m O t a sh o mp O nn O	tatsama
উচ্চগতিসম্পন্ন	u ch ch O g o t i sh o mp o nn o	compound
উচ্চতাবিশিশ্ট	u ch ch O t a b i sh i sh T o	compound
উচ্চতাসম্পন্ন	u ch ch O t a sh o mp o nn o	compound
উচ্চন্ড	u ch ch O n D O	native
উচ্চপদস্থ	u ch ch O p o d o sth o	native
উচ্চবাচ্য	u ch ch O b a ch ch O	native
উচ্চবিত্ত	u ch ch O b i tt O	native
উচ্চমধ্য	u ch ch O m O d dh O	native
উচ্চমধ্যবিত্ত	u ch ch O m O d dh O b i tt O	compound
উচ্চমানসম্পন্ন	u ch ch O m a n sh o mp o nn o	compound
উচ্চমুল্য	u ch ch O m u l l O	native
উচ্চমূল্য	u ch ch O m u l l O	native
উচ্চাং্গ	u ch ch a ng g O	native
উচ্চাঙ্গ	u ch ch a ngg O	native
উচ্ছন্ন	u ch ch o nn o	native
উচ্ছিন্ন	u ch chh i nn O	native
উচ্ছিলিন্ধ্র	u ch chh i l i n dh r O	tatsama
উচ্ছিশ্ট	u ch chh i sh T O	native
উচ্ছেদজোগ্য	u ch chh e d j O g g o	native
উঞ্ছ	u n chh o	tatsama
উঠন্ত	u Th o nt O	native
উডওয়ার্ড	u D O y a r D	proper_noun
উডল্যান্ড	u D l A n D	proper_noun
উড়ন্ত	u r O nt O	native
উত্কর্ষ	u t k o r sh o	tatsama
উত্কৃশ্ট	u t k ri sh T O	tatsama
উত্তপ্ত	u tt o p t O	native
উত্তমর্ন	u tt O m o r n O	native
উত্তরপত্র	u tt O r p o tr O	native
উত্তরপুর্ব	u tt O r p u r b O	native
উত্তরাখন্ড	u tt O r a kh o n D O	native
উত্তরাস্য	u tt O r a sh sh O	native
উত্তির্ন	u tt i r n O	native
উত্তেজনাপুর্ন	u tt e j O n a p u r n O	compound
উত্তোলনজোগ্য	u tt O l o n j O g g o	native
উত্ত্যক্ত	u tt o kt O	native
উত্থ	u t th O	native
উত্পন্ন	u t p o nn O	native
উত্পাদনকেন্দ্র	u t p a d o n k e ndr O	compound
উত্ফুল্ল	u t ph u l l o	native
উত্যক্ত	u t t O kt O	native
উত্স	u t sh O	native
উত্সর্গ	u t sh o r g O	native
উদগ্র	u d o gr O	native
উদভ্রান্ত	u d bh r a nt O	native
উদাত্ত	u d a tt O	native
উদির্ন	u d i r n O	native
উদ্গির্ন	u d g i r n O	native
উদ্দন্ড	u d d o n D O	native
উদ্দিপ্ত	u d d i p t O	native
উদ্দিশ্ট	u d d i sh T O	native
উদ্দেশ্য	u d d e sh sh O	native
উদ্দেশ্যপুর্ন	u d d e sh sh o p u r n o	compound
উদ্দেশ্যসম্পন্ন	u d d e sh sh o sh o mp o nn o	compound
উদ্ধারকেন্দ্র	u d dh a r k e ndr O	tatsama
উদ্ধুদ্ধ	u d dh u d dh o	tatsama
উদ্ধৃত্ত	u d b r i tt O	tatsama
উদ্বর্ত	u d b o r t O	native
উদ্বিগ্ন	u d b i g n O	native
উদ্বুদ্ধ	u d b u d dh O	tatsama
উদ্বৃত্ত	u d b ri tt O	tatsama
উদ্বৃত্তপত্র	u d b ri tt o p o tr O	tatsama
উদ্ব্যক্ত	u d b A kt O	native
উদ্ব্যস্ত	u d b A st O	native
উদ্ভিজ্জ	u d bh i j j O	native
উদ্ভিন্ন	u d bh i nn O	native
